Tunnel length [m];Tunnel width [m];Tunnel height [m];Hydrauric diameter;T [K];Qdot [Kw];Critical velocity [m/s];;;;;;;;;
15;0.25;0.25;0.25;293;11.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;11.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;12.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;13.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;14.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;15.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;16.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;17.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;18.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;19.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;20.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;21.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;22.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;23.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;24.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;25.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;26.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;27.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;28.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.05;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.1;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.15;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.2;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.25;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.3;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.35;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.4;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.45;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.5;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.55;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.6;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.65;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.7;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.75;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.8;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.85;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.9;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;29.95;0.626099034;;;;;;;;;
15;0.25;0.25;0.25;293;30;0.626099034;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.5;0.342383821;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.55;0.346146581;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.6;0.349829268;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.65;0.35343601;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.7;0.356970604;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.75;0.360436555;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.8;0.363837101;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.85;0.367175242;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.9;0.370453766;;;;;;;;;
15;0.25;0.5;0.333333333;293;1.95;0.373675265;;;;;;;;;
15;0.25;0.5;0.333333333;293;2;0.376842156;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.05;0.379956695;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.1;0.383020994;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.15;0.386037032;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.2;0.389006664;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.25;0.391931636;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.3;0.39481359;;;;;;;;;
15;0.25;0.5;0.333333333;293;2.35;0.397654073;;;;;;;;;
